source_name,source_id,target_name,target_id,number_of_potential_synapses_mean,number_of_potential_synapses_stdev
"CA1 Oriens/Alveus (i)2233",4055,"CA1 Interneuron Specific RO-O (i)0203",4093,0.006275496254062895,0.004112565052488952
"CA1 Oriens/Alveus (i)2233",4055,"CA1 Ivy (i)0333",4081,0.012014175198900419,0.002942043581111749
"CA1 Oriens/Alveus (i)2233",4055,"CA1 O-LM (i)1002",4069,0.021517507552784376,0.00862608569740557
"CA1 Oriens/Alveus (i)2233",4055,"CA1 Recurrent O-LM (i)1003",4089,0.03726679548752755,0.024637359114024458
"CA1 Oriens/Alveus (i)2233",4055,"CA1 O-LMR (i)1102",4087,0.014883524888384774,0.003653530519589195
"CA1 Oriens/Alveus (i)2233",4055,"CA1 Oriens/Alveus (i)2233",4055,0.008334243380895105,0.0035837369690617637
"CA1 Oriens/Alveus (i)2233",4055,"CA1 Oriens-Bistratified (i)0103",4083,0.0055073546950594075,0.0017893736499287856
"CA1 Oriens/Alveus (i)2233",4055,"CA1 Oriens-Bistratified Projecting (i)1113p",4068,0.02557755209311525,0.005166770298876026
"CA1 Oriens/Alveus (i)2233",4055,"CA1 OR-LM (i)1202",4066,0.012805920473697448,0.006138627904658544
"CA1 Oriens/Alveus (i)2233",4055,"CA1 Perforant Path-Associated QuadD (i)3222",4076,0.007665057570862126,0.0031610527684693044
"CA1 Oriens/Alveus (i)2233",4055,"CA1 Quadrilaminar (i)3333",4003,0.008475435305723216,0.0019136948042725711
"CA1 Oriens/Alveus (i)2233",4055,"CA1 Schaffer Collateral-Receiving R-Targeting (i)0322",4084,0.008105081688655223,0.0023030675008043925
"CA1 Oriens/Alveus (i)2233",4055,"CA1 SO-SO (i)0003",4033,0.024259338966012872,0.014060137284866565
"CA1 Oriens/Alveus (i)2233",4055,"CA1 Hippocampo-Subicular Projecting ENK+ (i)0313p",4041,0.003116368466777708,0.000629519196203102
"CA1 Oriens/Alveus (i)2233",4055,"CA1 Trilaminar (i)0113p",4035,0.03174873188471463,0.0064133738964439945
"CA1 Oriens/Alveus (i)2233",4055,"CA1 Radial Trilaminar (i)2333",4013,0.006538579893498491,0.0015502521269835194
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 Pyramidal (e)2223p",4000,0.009301960695703814,0.0023867612888194604
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 Radiatum Giant (e)2201",4054,0.0048653224858571644,0.0013144005197819506
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 Axo-Axonic (i)2232",4036,0.005492096543858898,0.0022913294915714146
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 Horizontal Axo-Axonic (i)0012",4038,0.0009892530350975232,0.0005913281601740278
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 Back-Projection (i)1133p",4023,0.0021414365880183003,0.0011889518838843899
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 Basket (i)2232",4078,0.007718078034387976,0.0016894983367567458
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 Basket CCK+ (i)2232",4079,0.004549948055177313,0.0010621858231470262
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 Horizontal Basket (i)0012",4039,0.002962391701703956,0.002014114981426894
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 Bistratified (i)0333",4080,0.00344292654569444,0.0008921121078500773
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 Interneuron Specific LMO-O (i)2003",4022,0.0008643189636562428,0.000730058253546147
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 Interneuron Specific LMR-R (i)2300",4056,0.0013594408751972532,0.00013272491557897822
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 Interneuron Specific O-R (i)0102",4031,0.0013594034996445659,0.0007729772418705012
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 Interneuron Specific O-Targeting QuadD (i)2223",4020,0.0017709745677363087,0.00035180626830282286
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 Interneuron Specific R-O (i)0221",4091,0.000979240362435525,0.00043846562506188373
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 Interneuron Specific RO-O (i)0203",4093,0.0028194725307228528,0.0013008037718519967
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 Ivy (i)0333",4081,0.0026623013071263124,0.000987339631500984
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 LMR (i)3300",4005,0.0014484852765332885,0.00014141849752559367
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 LMR Projecting (i)3300p",4004,0.0015732810050057423,0.00015693398017447782
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 O-LM (i)1002",4069,0.004035901999784267,0.0026408658186373012
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 Recurrent O-LM (i)1003",4089,0.006989895742557844,0.0058670096354639925
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 O-LMR (i)1102",4087,0.0027916080760523837,0.0015980899346319495
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 Oriens/Alveus (i)2233",4055,0.0037641493386078007,0.0012651928472768939
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 Oriens-Bistratified (i)0103",4083,0.0010329794829994302,0.000630895170183766
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 Oriens-Bistratified Projecting (i)1113p",4068,0.004797418724680884,0.0026635857734036436
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 OR-LM (i)1202",4066,0.011297823264857863,0.0019041806741113291
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 Perforant Path-Associated (i)3200p",4006,0.0035242501985926597,0.000344079554044259
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 Perforant Path-Associated QuadD (i)3222",4076,0.0115398085514172,0.0089559335323848
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 Quadrilaminar (i)3333",4003,0.003849032404331094,0.0007358314465156705
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 Radiatum (i)0300",4028,0.00333000619739248,0.0013084790419401122
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 R-Receiving Apical-Targeting (i)1300",4061,0.00831380861954162,0.0008116936656096455
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 Schaffer Collateral-Assoc (i)2311",4015,0.0040506107358331085,0.0018721249882070197
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 Schaffer Collateral-Receiving R-Targeting (i)0322",4084,0.002361385444323919,0.0005738022067965776
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 SO-SO (i)0003",4033,0.004550169874749568,0.0035344121447686183
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 Hippocampo-Subicular Projecting ENK+ (i)0313p",4041,0.002903818767051588,0.00039572047635341576
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 Trilaminar (i)0113p",4035,0.005954907657859918,0.0033062378394879766
"CA1 Oriens-Bistratified (i)0103",4083,"CA1 Radial Trilaminar (i)2333",4013,0.002038246014848389,0.000525398886762863
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Pyramidal (e)2223p",4000,0.07622914365434902,0.008843233465985374
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,Cajal-Retzius,4094,0.0036657400440438374,0.00005951400746655342
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Radiatum Giant (e)2201",4054,0.03999457843579027,0.01051281551420428
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Axo-Axonic (i)2232",4036,0.055544595269887545,0.01502182720148446
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Horizontal Axo-Axonic (i)0012",4038,0.007029113632470059,0.0015567066545919628
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Back-Projection (i)1133p",4023,0.017507980867718147,N/A
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Basket (i)2232",4078,0.06191619507846143,0.008595896698691395
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Basket CCK+ (i)2232",4079,0.04611551323483784,0.0033093883472256006
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Horizontal Basket (i)0012",4039,0.021049202940388922,0.00826020688511612
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Bistratified (i)0333",4080,0.026870355731083956,0.0028737548614786923
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Interneuron Specific LMO-O (i)2003",4022,0.013066377973870832,0.005362672472642416
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Interneuron Specific LM-R (i)2100",4021,0.003794204215932698,0.00005690664830772669
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Interneuron Specific LMR-R (i)2300",4056,0.013168619887609556,N/A
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Interneuron Specific O-R (i)0102",4031,0.009659208849874418,0.0011854633058455215
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Interneuron Specific O-Targeting QuadD (i)2223",4020,0.018007567327376583,0.0010500245033498031
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Interneuron Specific R-O (i)0221",4091,0.01171772761607752,0.003988540063181584
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Interneuron Specific RO-O (i)0203",4093,0.019586345349969794,0.007740065823612566
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Ivy (i)0333",4081,0.022327837006869806,0.0016900948781354071
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 LMR (i)3300",4005,0.014814177666382539,N/A
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 LMR Projecting (i)3300p",4004,0.018680364828686784,0.005042127396519367
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Neurogliaform (i)3000",4012,0.022630511739056804,0.002399846479106792
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Neurogliaform Projecting (i)3000p",4011,0.0072751321595996956,0.0010801709581872822
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 O-LM (i)1002",4069,0.028677004527158302,0.009930056502014104
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Recurrent O-LM (i)1003",4089,0.04966653597248162,0.03126458185505506
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 O-LMR (i)1102",4087,0.019835703998581998,0.0027665104521186028
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Oriens/Alveus (i)2233",4055,0.0350175862727238,0.008605321461779532
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Oriens-Bistratified (i)0103",4083,0.0073398108556698705,0.001867810682666667
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Oriens-Bistratified Projecting (i)1113p",4068,0.03408794328844001,N/A
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 OR-LM (i)1202",4066,0.0778534161498777,0.0074282736194023185
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Perforant Path-Associated (i)3200p",4006,0.03123371899388828,N/A
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Perforant Path-Associated QuadD (i)3222",4076,0.08951923625188193,0.060828678216959954
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Quadrilaminar (i)3333",4003,0.03555508228419099,N/A
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Radiatum (i)0300",4028,0.022754277860127257,0.00866058515986515
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 R-Receiving Apical-Targeting (i)1300",4061,0.05680911691789101,N/A
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Schaffer Collateral-Assoc (i)2311",4015,0.03120827664729137,0.012557670493613594
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Schaffer Collateral-Receiving R-Targeting (i)0322",4084,0.01998153569189426,N/A
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 SO-SO (i)0003",4033,0.03233112253580675,0.01756335976824011
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Hippocampo-Subicular Projecting ENK+ (i)0313p",4041,0.020001301206214246,N/A
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Trilaminar (i)0113p",4035,0.04231245304578424,N/A
"CA1 Oriens-Bistratified Projecting (i)1113p",4068,"CA1 Radial Trilaminar (i)2333",4013,0.019208985385349448,N/A
"CA1 OR-LM (i)1202",4066,"CA1 Pyramidal (e)2223p",4000,0.008504426079017451,0.005289915533620249
"CA1 OR-LM (i)1202",4066,Cajal-Retzius,4094,0.0036695967631933395,0.0017707676846859604
"CA1 OR-LM (i)1202",4066,"CA1 Radiatum Giant (e)2201",4054,0.006756426029855363,0.007147798110487512
"CA1 OR-LM (i)1202",4066,"CA1 Axo-Axonic (i)2232",4036,0.012735959926623429,0.00940510257098838
"CA1 OR-LM (i)1202",4066,"CA1 Basket (i)2232",4078,0.005318642860371763,0.004327665863790689
"CA1 OR-LM (i)1202",4066,"CA1 Basket CCK+ (i)2232",4079,0.010267541935243218,0.0052529757565632626
"CA1 OR-LM (i)1202",4066,"CA1 Interneuron Specific LMO-O (i)2003",4022,0.006932266139845803,0.004968047388029737
"CA1 OR-LM (i)1202",4066,"CA1 Interneuron Specific LM-R (i)2100",4021,0.0037981960920289003,0.001832671377602898
"CA1 OR-LM (i)1202",4066,"CA1 Interneuron Specific LMR-R (i)2300",4056,0.003883500865892438,0.0018729263954551348
"CA1 OR-LM (i)1202",4066,"CA1 Interneuron Specific O-Targeting QuadD (i)2223",4020,0.003592018720910934,0.0018236307990887515
"CA1 OR-LM (i)1202",4066,"CA1 LMR (i)3300",4005,0.004921700151101948,0.002373626900530135
"CA1 OR-LM (i)1202",4066,"CA1 LMR Projecting (i)3300p",4004,0.007938315592846423,0.006331301391202592
"CA1 OR-LM (i)1202",4066,"CA1 Neurogliaform (i)3000",4012,0.022654321263719874,0.011186679892602571
"CA1 OR-LM (i)1202",4066,"CA1 Neurogliaform Projecting (i)3000p",4011,0.0072827863143346125,0.003675005120056292
"CA1 OR-LM (i)1202",4066,"CA1 Oriens/Alveus (i)2233",4055,0.006430076922301095,0.005583460588950362
"CA1 OR-LM (i)1202",4066,"CA1 Perforant Path-Associated (i)3200p",4006,0.007159676486488328,0.0034529532855870557
"CA1 OR-LM (i)1202",4066,"CA1 Perforant Path-Associated QuadD (i)3222",4076,0.007581995190897247,0.0056692200266590005
"CA1 OR-LM (i)1202",4066,"CA1 Quadrilaminar (i)3333",4003,0.006520159978786743,0.0031445286478785387
"CA1 OR-LM (i)1202",4066,"CA1 Schaffer Collateral-Assoc (i)2311",4015,0.00353374715003232,0.002063638181614457
"CA1 OR-LM (i)1202",4066,"CA1 Radial Trilaminar (i)2333",4013,0.002946266968689456,0.001420919259264279
"CA1 Perforant Path-Associated (i)3200p",4006,"CA1 Pyramidal (e)2223p",4000,0.021268327055362923,0.00835484914587942
"CA1 Perforant Path-Associated (i)3200p",4006,Cajal-Retzius,4094,0.009177125345760439,0.0001489924271189133
"CA1 Perforant Path-Associated (i)3200p",4006,"CA1 Radiatum Giant (e)2201",4054,0.016896834329934357,0.015910101781505398
"CA1 Perforant Path-Associated (i)3200p",4006,"CA1 Axo-Axonic (i)2232",4036,0.03185077494549968,0.017812060186796572
"CA1 Perforant Path-Associated (i)3200p",4006,"CA1 Basket (i)2232",4078,0.013301148695283461,0.008716880663046265
"CA1 Perforant Path-Associated (i)3200p",4006,"CA1 Basket CCK+ (i)2232",4079,0.02567762220571105,0.0043842420426448234
"CA1 Perforant Path-Associated (i)3200p",4006,"CA1 Interneuron Specific LMO-O (i)2003",4022,0.017336584753299755,0.009190080005304949
"CA1 Perforant Path-Associated (i)3200p",4006,"CA1 Interneuron Specific LM-R (i)2100",4021,0.009498733477733392,0.00014246494248157566
"CA1 Perforant Path-Associated (i)3200p",4006,"CA1 Interneuron Specific LMR-R (i)2300",4056,0.009712068253420348,N/A
"CA1 Perforant Path-Associated (i)3200p",4006,"CA1 Interneuron Specific O-Targeting QuadD (i)2223",4020,0.008983113996817347,0.0014248048411166455
"CA1 Perforant Path-Associated (i)3200p",4006,"CA1 LMR (i)3300",4005,0.012308452976071842,N/A
"CA1 Perforant Path-Associated (i)3200p",4006,"CA1 LMR Projecting (i)3300p",4004,0.019852567442958016,0.01261089309760182
"CA1 Perforant Path-Associated (i)3200p",4006,"CA1 Neurogliaform (i)3000",4012,0.05665514749347123,0.006007979748899378
"CA1 Perforant Path-Associated (i)3200p",4006,"CA1 Neurogliaform Projecting (i)3000p",4011,0.018213184495747298,0.0027041918300348255
"CA1 Perforant Path-Associated (i)3200p",4006,"CA1 Oriens/Alveus (i)2233",4055,0.016080682894293694,0.011611697233705321
"CA1 Perforant Path-Associated (i)3200p",4006,"CA1 Perforant Path-Associated (i)3200p",4006,0.017905304803686208,N/A
"CA1 Perforant Path-Associated (i)3200p",4006,"CA1 Perforant Path-Associated QuadD (i)3222",4076,0.01896146217909417,0.010834536583874278
"CA1 Perforant Path-Associated (i)3200p",4006,"CA1 Quadrilaminar (i)3333",4003,0.016305967456671226,N/A
"CA1 Perforant Path-Associated (i)3200p",4006,"CA1 Schaffer Collateral-Assoc (i)2311",4015,0.008837385312017103,0.0029101833355657937
"CA1 Perforant Path-Associated (i)3200p",4006,"CA1 Radial Trilaminar (i)2333",4013,0.007368183214279834,N/A
"CA1 Perforant Path-Associated QuadD (i)3222",4076,"CA1 Pyramidal (e)2223p",4000,0.030194163660941374,0.014866169143295159
"CA1 Perforant Path-Associated QuadD (i)3222",4076,Cajal-Retzius,4094,0.013028557624939886,0.0038727617806330297
"CA1 Perforant Path-Associated QuadD (i)3222",4076,"CA1 Radiatum Giant (e)2201",4054,0.02398805415121753,0.02368278686141222
"CA1 Perforant Path-Associated QuadD (i)3222",4076,"CA1 Axo-Axonic (i)2232",4036,0.045217825968579345,0.02862822440255617
"CA1 Perforant Path-Associated QuadD (i)3222",4076,"CA1 Basket (i)2232",4078,0.018883340449790374,0.013585195101100957
"CA1 Perforant Path-Associated QuadD (i)3222",4076,"CA1 Basket CCK+ (i)2232",4079,0.036453940419707925,0.012482362337064568
"CA1 Perforant Path-Associated QuadD (i)3222",4076,"CA1 Interneuron Specific LMO-O (i)2003",4022,0.024612357897276158,0.01495286076883205
"CA1 Perforant Path-Associated QuadD (i)3222",4076,"CA1 Interneuron Specific LM-R (i)2100",4021,0.013485137427676762,0.004007604540743687
"CA1 Perforant Path-Associated QuadD (i)3222",4076,"CA1 Interneuron Specific LMR-R (i)2300",4056,0.01378800399141234,0.004092390882164924
"CA1 Perforant Path-Associated QuadD (i)3222",4076,"CA1 Interneuron Specific O-Targeting QuadD (i)2223",4020,0.01275312409381076,0.004291799002882048
"CA1 Perforant Path-Associated QuadD (i)3222",4076,"CA1 LMR (i)3300",4005,0.01747403275326266,0.00518643397250557
"CA1 Perforant Path-Associated QuadD (i)3222",4076,"CA1 LMR Projecting (i)3300p",4004,0.028184241708442265,0.019761329820328712
"CA1 Perforant Path-Associated QuadD (i)3222",4076,"CA1 Neurogliaform (i)3000",4012,0.08043203356802302,0.025350834216821105
"CA1 Perforant Path-Associated QuadD (i)3222",4076,"CA1 Neurogliaform Projecting (i)3000p",4011,0.02585684675715224,0.008581189072422456
"CA1 Perforant Path-Associated QuadD (i)3222",4076,"CA1 Oriens/Alveus (i)2233",4055,0.022829382387533487,0.017823136177870784
"CA1 Perforant Path-Associated QuadD (i)3222",4076,"CA1 Perforant Path-Associated (i)3200p",4006,0.025419756910556677,0.00754478904070546
"CA1 Perforant Path-Associated QuadD (i)3222",4076,"CA1 Perforant Path-Associated QuadD (i)3222",4076,0.02691915968736027,0.017332895656458805
"CA1 Perforant Path-Associated QuadD (i)3222",4076,"CA1 Quadrilaminar (i)3333",4003,0.02314921379359584,0.006870873515644674
"CA1 Perforant Path-Associated QuadD (i)3222",4076,"CA1 Schaffer Collateral-Assoc (i)2311",4015,0.012546236370695614,0.005562044349223744
"CA1 Perforant Path-Associated QuadD (i)3222",4076,"CA1 Radial Trilaminar (i)2333",4013,0.010460443328553566,0.003104744017178847
"CA1 Quadrilaminar (i)3333",4003,"CA1 Pyramidal (e)2223p",4000,0.026283286664460746,0.0035236500473355176
"CA1 Quadrilaminar (i)3333",4003,Cajal-Retzius,4094,0.0013161657809034981,0.00002136820919398947
"CA1 Quadrilaminar (i)3333",4003,"CA1 Radiatum Giant (e)2201",4054,0.018859094320019858,0.004727303823753167
"CA1 Quadrilaminar (i)3333",4003,"CA1 Axo-Axonic (i)2232",4036,0.01813464301038678,0.004941162288087269
"CA1 Quadrilaminar (i)3333",4003,"CA1 Horizontal Axo-Axonic (i)0012",4038,0.0009401648977420891,0.00020821415462230633
"CA1 Quadrilaminar (i)3333",4003,"CA1 Back-Projection (i)1133p",4023,0.00246858728563707,N/A
"CA1 Quadrilaminar (i)3333",4003,"CA1 Basket (i)2232",4078,0.023704471065090806,0.0037539098264165846
"CA1 Quadrilaminar (i)3333",4003,"CA1 Basket CCK+ (i)2232",4079,0.015712335216164233,0.0014236704353811159
"CA1 Quadrilaminar (i)3333",4003,"CA1 Horizontal Basket (i)0012",4039,0.002815393627809236,0.0011048272894038718
"CA1 Quadrilaminar (i)3333",4003,"CA1 Bistratified (i)0333",4080,0.008811449003801044,0.00041341847730318106
"CA1 Quadrilaminar (i)3333",4003,"CA1 Interneuron Specific LMO-O (i)2003",4022,0.003307810089517728,0.0014179530386258328
"CA1 Quadrilaminar (i)3333",4003,"CA1 Interneuron Specific LM-R (i)2100",4021,0.0013622902046435143,0.00002043204982040023
"CA1 Quadrilaminar (i)3333",4003,"CA1 Interneuron Specific LMR-R (i)2300",4056,0.005985279639128257,N/A
"CA1 Quadrilaminar (i)3333",4003,"CA1 Interneuron Specific O-R (i)0102",4031,0.0012919479717417057,0.00015855925028282735
"CA1 Quadrilaminar (i)3333",4003,"CA1 Interneuron Specific O-Targeting QuadD (i)2223",4020,0.00634137201828929,0.0003299965640291912
"CA1 Quadrilaminar (i)3333",4003,"CA1 Interneuron Specific R-O (i)0221",4091,0.004258491740201103,0.001533874512857571
"CA1 Quadrilaminar (i)3333",4003,"CA1 Interneuron Specific RO-O (i)0203",4093,0.006666978663239162,0.0029127407568677053
"CA1 Quadrilaminar (i)3333",4003,"CA1 Ivy (i)0333",4081,0.005498369212858244,0.000608147219104276
"CA1 Quadrilaminar (i)3333",4003,"CA1 LMR (i)3300",4005,0.006658453399631753,N/A
"CA1 Quadrilaminar (i)3333",4003,"CA1 LMR Projecting (i)3300p",4004,0.008161994403442228,0.001811891030428745
"CA1 Quadrilaminar (i)3333",4003,"CA1 Neurogliaform (i)3000",4012,0.008125372993558975,0.0008616529751896202
"CA1 Quadrilaminar (i)3333",4003,"CA1 Neurogliaform Projecting (i)3000p",4011,0.0026121001175666504,0.0003878300249363898
"CA1 Quadrilaminar (i)3333",4003,"CA1 O-LM (i)1002",4069,0.003835634823753869,0.0013281746524431398
"CA1 Quadrilaminar (i)3333",4003,"CA1 Recurrent O-LM (i)1003",4089,0.0066430472112546084,0.004181731003312561
"CA1 Quadrilaminar (i)3333",4003,"CA1 O-LMR (i)1102",4087,0.0026530845276598438,0.0003700290182112924
"CA1 Quadrilaminar (i)3333",4003,"CA1 Oriens/Alveus (i)2233",4055,0.01259982655725932,0.003458876403432021
"CA1 Quadrilaminar (i)3333",4003,"CA1 Oriens-Bistratified (i)0103",4083,0.0009817215773395072,0.0002498252455841727
"CA1 Quadrilaminar (i)3333",4003,"CA1 Oriens-Bistratified Projecting (i)1113p",4068,0.004559364009705508,N/A
"CA1 Quadrilaminar (i)3333",4003,"CA1 OR-LM (i)1202",4066,0.03233440478471187,0.0010087285508622824
"CA1 Quadrilaminar (i)3333",4003,"CA1 Perforant Path-Associated (i)3200p",4006,0.014473385680393202,N/A
"CA1 Quadrilaminar (i)3333",4003,"CA1 Perforant Path-Associated QuadD (i)3222",4076,0.03972707049219309,0.029994954576629547
"CA1 Quadrilaminar (i)3333",4003,"CA1 Quadrilaminar (i)3333",4003,0.012776227139301538,N/A
"CA1 Quadrilaminar (i)3333",4003,"CA1 Radiatum (i)0300",4028,0.01124925596790709,0.0042816185991074885
"CA1 Quadrilaminar (i)3333",4003,"CA1 R-Receiving Apical-Targeting (i)1300",4061,0.028085281433604812,N/A
"CA1 Quadrilaminar (i)3333",4003,"CA1 Schaffer Collateral-Assoc (i)2311",4015,0.014951006137076159,0.006195676503874023
"CA1 Quadrilaminar (i)3333",4003,"CA1 Schaffer Collateral-Receiving R-Targeting (i)0322",4084,0.006211174844238434,N/A
"CA1 Quadrilaminar (i)3333",4003,"CA1 SO-SO (i)0003",4033,0.0043243839980549904,0.002349151714412169
"CA1 Quadrilaminar (i)3333",4003,"CA1 Hippocampo-Subicular Projecting ENK+ (i)0313p",4041,0.008390457601882895,N/A
"CA1 Quadrilaminar (i)3333",4003,"CA1 Trilaminar (i)0113p",4035,0.005659416701879038,N/A
"CA1 Quadrilaminar (i)3333",4003,"CA1 Radial Trilaminar (i)2333",4013,0.006088906007568536,N/A
"CA1 Radiatum (i)0300",4028,"CA1 Pyramidal (e)2223p",4000,0.04413301282439251,0.007453594459836192
"CA1 Radiatum (i)0300",4028,"CA1 Radiatum Giant (e)2201",4054,0.0378017666740036,0.009522200821730253
"CA1 Radiatum (i)0300",4028,"CA1 Axo-Axonic (i)2232",4036,0.023907729268484654,0.009119203699411736
"CA1 Radiatum (i)0300",4028,"CA1 Basket (i)2232",4078,0.044276273588609694,0.008069530329085988
"CA1 Radiatum (i)0300",4028,"CA1 Basket CCK+ (i)2232",4079,0.02205647469948977,0.002900845162448236
"CA1 Radiatum (i)0300",4028,"CA1 Bistratified (i)0333",4080,0.015933258926391757,0.00032305712210330855
"CA1 Radiatum (i)0300",4028,"CA1 Interneuron Specific LMR-R (i)2300",4056,0.01056235571654119,0.00000005080611059327
"CA1 Radiatum (i)0300",4028,"CA1 Interneuron Specific O-Targeting QuadD (i)2223",4020,0.00947300066776449,0.0005509041065733513
"CA1 Radiatum (i)0300",4028,"CA1 Interneuron Specific R-O (i)0221",4091,0.007608337536958323,0.0033247467941883314
"CA1 Radiatum (i)0300",4028,"CA1 Interneuron Specific RO-O (i)0203",4093,0.012760980987595628,0.006504354966495301
"CA1 Radiatum (i)0300",4028,"CA1 Ivy (i)0333",4081,0.007280503142402678,0.0013298690676734803
"CA1 Radiatum (i)0300",4028,"CA1 LMR (i)3300",4005,0.011254197972160577,0.00000005413394910727
"CA1 Radiatum (i)0300",4028,"CA1 LMR Projecting (i)3300p",4004,0.012223814893411148,0.0002499033131075824
"CA1 Radiatum (i)0300",4028,"CA1 Oriens/Alveus (i)2233",4055,0.019952236479023406,0.006861384449918711
"CA1 Radiatum (i)0300",4028,"CA1 OR-LM (i)1202",4066,0.06911785812270325,0.00041643975329046093
"CA1 Radiatum (i)0300",4028,"CA1 Perforant Path-Associated (i)3200p",4006,0.027382128131335903,0.00000013171109432919
"CA1 Radiatum (i)0300",4028,"CA1 Perforant Path-Associated QuadD (i)3222",4076,0.08163649665161621,0.06888722756618135
"CA1 Radiatum (i)0300",4028,"CA1 Quadrilaminar (i)3333",4003,0.02024320556481533,0.00000009737207951420
"CA1 Radiatum (i)0300",4028,"CA1 Radiatum (i)0300",4028,0.025872923668006184,0.009847583832664812
"CA1 Radiatum (i)0300",4028,"CA1 R-Receiving Apical-Targeting (i)1300",4061,0.06459523588041534,0.00000031071029853685
"CA1 Radiatum (i)0300",4028,"CA1 Schaffer Collateral-Assoc (i)2311",4015,0.03147175595621402,0.014217484720414519
